City,County,Location.State,Location.Country,Data.Shape,Data.Encounter.duration,Data.Description.excerpt,Location.Coordinates.Latitude,Location.Coordinates.Longitude,Dates.Sighted.Year,Dates.Sighted.Month,Date.Sighted.Day,Dates.Sighted.Hour,Dates.Sighted.Minute,Dates.Documented.Year,Dates.Documented.Month,Dates.Documented.Day,lat,lon,sighted_date,year,Avg_Precip_Month_County,Avg_Temp_Month_County,sighting_type,population,data_source
RED BLUFF,TEHAMA,CA,US,triangle,60,Triangular&#44 possible aura&#44 definately morphed shape.,40.1786111,-122.2347222,2004,3,18,18,32,2004,3,23,40.1786111,-122.2347222,2004-03-18,2004,16.88,47.7,UFO,65829,2020 Decennial Census
LIVE OAK,SANTA CRUZ,CA,US,triangle,7200,Hovered with bright lights over the house for 2 hours.  ((NUFORC Note:  Celestial body??  PD)),39.2758333,-121.6588889,2004,3,20,20,0,2004,3,23,39.2758333,-121.6588889,2004-03-20,2004,12.67,51.7,UFO,270861,2020 Decennial Census
LIVE OAK,SUTTER,CA,US,triangle,7200,Hovered with bright lights over the house for 2 hours.  ((NUFORC Note:  Celestial body??  PD)),39.2758333,-121.6588889,2004,3,20,20,0,2004,3,23,39.2758333,-121.6588889,2004-03-20,2004,9.37,52.9,UFO,99633,2020 Decennial Census
VALLEJO,SOLANO,CA,US,chevron,900,Balloon like object rotating&#44 dull gray in color&#44 had a vibrating aura.,38.1041667,-122.2555556,2004,3,20,22,0,2004,4,9,38.1041667,-122.2555556,2004-03-20,2004,9.65,52.8,UFO,453491,2020 Decennial Census
HOLLYWOOD,NA,CA,US,circle,1200,unknown shape over the hollywood bowl.,34.0983333,-118.3258333,2004,3,21,19,0,2004,3,28,34.0983333,-118.3258333,2004-03-21,2004,NA,NA,UFO,NA,NA
SANTA CRUZ,SANTA CRUZ,CA,US,triangle,2,Triangle Dim Lights&#44 Silent&#44 See-Through&#44 and very Fast,36.9741667,-122.0297222,2004,3,22,19,0,2004,3,28,36.9741667,-122.0297222,2004-03-22,2004,12.67,51.7,UFO,270861,2020 Decennial Census
PORTERVILLE,TULARE,CA,US,circle,20,3  white dim cicular fast moveing crafts no sound  moved like nothing i have never seen before,36.0652778,-119.0158333,2004,3,23,22,47,2004,3,28,36.0652778,-119.0158333,2004-03-23,2004,8.32,43.7,UFO,473117,2020 Decennial Census
MOORPARK,VENTURA,CA,US,light,5,At night&#44looking out window.  All of a sudden 5 bright dots (not blinking)&#44 come blasting through the sky in this formation:  (this 1 i,34.2855556,-118.8811111,2004,3,24,2,0,2004,3,28,34.2855556,-118.8811111,2004-03-24,2004,8.38,50.1,UFO,843843,2020 Decennial Census
PALM SPRINGS,RIVERSIDE,CA,US,light,5,Strange lights over Palm Springs&#44 CA,33.8302778,-116.5444444,2004,3,25,23,30,2004,4,9,33.8302778,-116.5444444,2004-03-25,2004,3.24,57,UFO,2418185,2020 Decennial Census
PALM SPRINGS,RIVERSIDE,CA,US,light,5,Strange lights over Palm Springs&#44 CA,33.8302778,-116.5444444,2004,3,25,23,30,2004,4,9,33.8302778,-116.5444444,2004-03-25,2004,3.24,57,UFO,2418185,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,light,6,3/26/04 san jose&#44 ca. wedge shaped light flying low&#44 fast&#44 and silent. look like a shooting star&#44 but kept going.  FAST. 1 solid light,37.3394444,-121.8938889,2004,3,27,2,30,2004,3,28,37.3394444,-121.8938889,2004-03-27,2004,9.44,50.8,UFO,1936259,2020 Decennial Census
WATSONVILLE,SANTA CRUZ,CA,US,sphere,600,Four slowly moving white round objects seen in sky over Watsonville&#44 CA.,36.9102778,-121.7558333,2004,3,27,17,55,2004,3,28,36.9102778,-121.7558333,2004-03-27,2004,12.67,51.7,UFO,270861,2020 Decennial Census
HAYWARD,ALAMEDA,CA,US,triangle,5,standing outside staring at the moon&#44 i noticed a quiet craft with four lights in an unusual pattern pass overhead. It seemed that the,37.6688889,-122.0797222,2004,3,28,19,25,2004,3,29,37.6688889,-122.0797222,2004-03-28,2004,7.89,51.8,UFO,1682353,2020 Decennial Census
MARTINEZ,CONTRA COSTA,CA,US,fireball,420,Fireballs performing amazing feats.,38.0194444,-122.1330556,2004,3,28,20,0,2004,4,9,38.0194444,-122.1330556,2004-03-28,2004,8.42,52.3,UFO,1165927,2020 Decennial Census
SAN MATEO,SAN MATEO,CA,US,disk,60,Black saucer&#44 hovering 200-300 feet from ground.,37.5630556,-122.3244444,2004,3,28,17,45,2004,4,9,37.5630556,-122.3244444,2004-03-28,2004,12.09,52.2,UFO,764442,2020 Decennial Census
HAYWARD,ALAMEDA,CA,US,egg,720,Chrome colored object in western sky.,37.6688889,-122.0797222,2004,3,29,17,0,2004,5,4,37.6688889,-122.0797222,2004-03-29,2004,7.89,51.8,UFO,1682353,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,unknown,3,Ghostly enormous lights of soft color with a foggy auora fly across Burbank&#44 CA,34.1808333,-118.3080556,2004,3,30,0,32,2004,4,9,34.1808333,-118.3080556,2004-03-30,2004,6.35,53,UFO,10014009,2020 Decennial Census
LOS ALAMITOS,ORANGE,CA,US,other,1200,This one has bin seen before it has 4 spheres.,33.8030556,-118.0716667,2004,3,30,12,0,2004,4,9,33.8030556,-118.0716667,2004-03-30,2004,5.66,57.8,UFO,3186989,2020 Decennial Census
SAN RAFAEL,MARIN,CA,US,unknown,600,Taking shots of contrails&#44 I later noticed unkown objects in 3 of the pictures,37.9736111,-122.53,2004,3,31,14,31,2004,4,9,37.9736111,-122.53,2004-03-31,2004,15.12,52.1,UFO,262321,2020 Decennial Census
AZUSA,LOS ANGELES,CA,US,sphere,20,UFO sighting in azusa&#44 ca&#44 usa in daylight silver orb 200-300 feet above ground. 2 Witness&#39.,34.1336111,-117.9066667,2004,4,1,17,0,2005,7,5,34.1336111,-117.9066667,2004-04-01,2004,6.67,54.8,UFO,10014009,2020 Decennial Census
CITRUS HEIGHTS,SACRAMENTO,CA,US,other,1800,In broad daylight in the middle of town&#44 myself&#44 my friend&#44 and strangers watched in amazment and puzzlement.,38.7072222,-121.28,2004,4,1,14,30,2005,2,22,38.7072222,-121.28,2004-04-01,2004,8.31,55.2,UFO,1585055,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,disk,2700,Silver&#44 metallic disc-shaped craft seen over Venice Veach&#44 CA. Craft slowly tumbled over the area for perhaps an hour or longer. I pers,34.0522222,-118.2427778,2004,4,2,11,30,2004,5,4,34.0522222,-118.2427778,2004-04-02,2004,6.67,54.8,UFO,10014009,2020 Decennial Census
SONORA,TUOLUMNE,CA,US,circle,180,Large Bluish-white Light Flies Slowly Northward over Sonora&#44 CA,37.9841667,-120.3811111,2004,4,3,19,15,2004,4,9,37.9841667,-120.3811111,2004-04-03,2004,14.2,41.9,UFO,55620,2020 Decennial Census
SONORA,TUOLUMNE,CA,US,light,180,HBCCUFO CANADIAN REPORT:  Large Bluish White Light,37.9841667,-120.3811111,2004,4,3,19,15,2004,4,9,37.9841667,-120.3811111,2004-04-03,2004,14.2,41.9,UFO,55620,2020 Decennial Census
SONORA,TUOLUMNE,CA,US,light,180,HBCCUFO CANADIAN REPORT:  Large bluish/white light and possible abduction.,37.9841667,-120.3811111,2004,4,3,19,15,2004,4,27,37.9841667,-120.3811111,2004-04-03,2004,14.2,41.9,UFO,55620,2020 Decennial Census
ANTIOCH,CONTRA COSTA,CA,US,other,27,The thing look like oval shaped but not round.  ((NUFORC Note:  We are uncertain as to whether this is a serious report.  PD)),38.005,-121.8047222,2004,4,4,1,0,2010,7,28,38.005,-121.8047222,2004-04-04,2004,8.6,54.5,UFO,1165927,2020 Decennial Census
FAIR OAKS,SACRAMENTO,CA,US,other,30,low flying aircraft light blue in color was there and then gone,38.6447222,-121.2711111,2004,4,6,12,0,2004,4,9,38.6447222,-121.2711111,2004-04-06,2004,8.31,55.2,UFO,1585055,2020 Decennial Census
FULLERTON,ORANGE,CA,US,other,30,Standing ouside looking at the stars and a boomerang like object 100 foot wing span 1/2 mile up&#44 no sound&#44 and no lights.,33.8702778,-117.9244444,2004,4,8,20,43,2004,5,10,33.8702778,-117.9244444,2004-04-08,2004,6.27,59,UFO,3186989,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,other,1800,Light Blue &quot;boomerang&quot; shaped object hovered.,35.3733333,-119.0177778,2004,4,9,6,20,2004,4,27,35.3733333,-119.0177778,2004-04-09,2004,4.13,53.3,UFO,909235,2020 Decennial Census
LEMOORE,KINGS,CA,US,circle,40,&quot;Cluster&quot; of red flashing lights moving at high rate of speed from North to South.,36.3008333,-119.7819444,2004,4,9,21,0,2004,4,27,36.3008333,-119.7819444,2004-04-09,2004,3.39,55.9,UFO,152486,2020 Decennial Census
RIVERSIDE,RIVERSIDE,CA,US,sphere,7,Driving southbound on the 91 fwy in Riverside C.A. at about 11:30 pm a green orb appeared out of nowhere to my eleven o&#39clock it seemed,33.9533333,-117.3952778,2004,4,10,23,30,2010,4,13,33.9533333,-117.3952778,2004-04-10,2004,3.86,59.4,UFO,2418185,2020 Decennial Census
SOUTH LAKE TAHOE,EL DORADO,CA,US,light,3600,Bright light over South Lake Tahoe&#44 CA ((NUFORC Note:  Possible sighting of Venus.  PD)),38.9333333,-119.9833333,2004,4,11,21,50,2004,4,27,38.9333333,-119.9833333,2004-04-11,2004,15.99,45.8,UFO,191185,2020 Decennial Census
MERCED,MERCED,CA,US,triangle,180,Small agile triangular object with lights on the corners seen along I-5 south of Merced,37.3022222,-120.4819444,2004,4,14,0,30,2004,4,27,37.3022222,-120.4819444,2004-04-14,2004,4.84,55.2,UFO,281202,2020 Decennial Census
COSTA MESA,ORANGE,CA,US,triangle,30,night time sighting of triangular shaped object or lights moving quickly on claer night,33.6411111,-117.9177778,2004,4,15,20,45,2004,4,27,33.6411111,-117.9177778,2004-04-15,2004,6.27,59,UFO,3186989,2020 Decennial Census
MURRIETA,RIVERSIDE,CA,US,unknown,300,I saw a distant light while going somewhere.,33.5538889,-117.2130556,2004,4,15,17,0,2004,10,27,33.5538889,-117.2130556,2004-04-15,2004,3.86,59.4,UFO,2418185,2020 Decennial Census
SAN CLEMENTE,ORANGE,CA,US,disk,10,A quick round like craft in the sky and vanishing when i knoticed it while walking at night.,33.426944399999996,-117.6111111,2004,4,15,23,0,2004,4,27,33.426944399999996,-117.6111111,2004-04-15,2004,6.27,59,UFO,3186989,2020 Decennial Census
SANTA CLARA,SANTA CLARA,CA,US,teardrop,180,Teardrop shaped ufo&#44 no lights&#44 goldish glint&#44 two witnesses&#44 and  the ufo accelerated away south east.,37.3541667,-121.9541667,2004,4,15,14,0,2008,6,12,37.3541667,-121.9541667,2004-04-15,2004,9.79,52.5,UFO,1936259,2020 Decennial Census
FRAZIER PARK,KERN,CA,US,light,300,I noticed a bright light coming from the South / West part of the sky.,34.8227778,-118.9438889,2004,4,18,21,0,2004,4,27,34.8227778,-118.9438889,2004-04-18,2004,4.13,53.3,UFO,909235,2020 Decennial Census
TUSTIN,ORANGE,CA,US,sphere,180,UFO over orange county california,33.7458333,-117.8252778,2004,4,19,4,15,2004,4,27,33.7458333,-117.8252778,2004-04-19,2004,6.27,59,UFO,3186989,2020 Decennial Census
WINDSOR,SONOMA,CA,US,light,90,Glowing Orb - looked like reddish-orange fire burning on the inside of a transparent round ball.,38.5472222,-122.8152778,2004,4,21,3,15,2004,5,10,38.5472222,-122.8152778,2004-04-21,2004,20.91,52.4,UFO,488863,2020 Decennial Census
SANTA BARBARA,SANTA BARBARA,CA,US,light,120,A  bright ball of light hovered for a couple minutes,34.4208333,-119.6972222,2004,4,23,9,15,2004,4,27,34.4208333,-119.6972222,2004-04-23,2004,6.99,52.6,UFO,448229,2020 Decennial Census
SANTA CRUZ,SANTA CRUZ,CA,US,unknown,10,A pair of orange lights rapidly crossed tha Santa Cruz sky.,36.9741667,-122.0297222,2004,4,23,21,20,2004,4,27,36.9741667,-122.0297222,2004-04-23,2004,13.15,52.9,UFO,270861,2020 Decennial Census
VICTORVILLE,SAN BERNARDINO,CA,US,formation,180,multiple contrailed objects falling together from the sky all turned at once  ((NUFORC Note:  Possible flight of mil. aircraft??  PD)),34.5361111,-117.2902778,2004,4,23,10,15,2004,4,27,34.5361111,-117.2902778,2004-04-23,2004,3.57,56.4,UFO,2181654,2020 Decennial Census
DESERT CENTER,RIVERSIDE,CA,US,cylinder,1200,TUBE SHAPED OBJECT WITH FLASHING LIGHTS HANGING IN SKY OVER MIDDLE OF HWY.,33.7125,-115.4013889,2004,4,24,19,0,2004,4,30,33.7125,-115.4013889,2004-04-24,2004,3.86,59.4,UFO,2418185,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,circle,1800,3 spots in sky in broad daylight moving oddly,34.0522222,-118.2427778,2004,4,24,17,30,2004,5,4,34.0522222,-118.2427778,2004-04-24,2004,6.67,54.8,UFO,10014009,2020 Decennial Census
SAN GABRIEL,LOS ANGELES,CA,US,cylinder,3600,WAS LOOKING AT THE MOON THEN I SAW IT,34.0961111,-118.105,2004,4,24,14,30,2004,4,27,34.0961111,-118.105,2004-04-24,2004,6.67,54.8,UFO,10014009,2020 Decennial Census
FRESNO,FRESNO,CA,US,fireball,20,Adult male reports witnessing a fast-moving&#44 orange-colored fireball streak overhead.,36.7477778,-119.7713889,2004,4,25,22,35,2004,4,27,36.7477778,-119.7713889,2004-04-25,2004,7.52,47.6,UFO,1008654,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,triangle,3,black V shaped object over West LA,34.0522222,-118.2427778,2004,4,26,21,30,2004,5,10,34.0522222,-118.2427778,2004-04-26,2004,6.67,54.8,UFO,10014009,2020 Decennial Census
WOODLAND HILLS,NA,CA,US,light,3600,Hovering&#44 erratic green light appears for more than one hour in the Southern California sky.  ((NUFORC Note:  Sighting of Venus?  PD)),34.1683333,-118.605,2004,4,26,21,30,2004,4,27,34.1683333,-118.605,2004-04-26,2004,NA,NA,UFO,NA,NA
BAKERSFIELD,KERN,CA,US,light,2700,UFO sighting over Bakersfield&#44 CA that lasted for almost an hour&#33&#33&#33&#33,35.3733333,-119.0177778,2004,4,28,21,15,2004,5,4,35.3733333,-119.0177778,2004-04-28,2004,4.13,53.3,UFO,909235,2020 Decennial Census
PENNGROVE,SONOMA,CA,US,sphere,600,luminiscent sphere,38.2997222,-122.6655556,2004,4,30,19,30,2004,6,4,38.2997222,-122.6655556,2004-04-30,2004,20.91,52.4,UFO,488863,2020 Decennial Census
COTATI,SONOMA,CA,US,light,30,climbing light observed,38.3269444,-122.7061111,2004,5,1,22,45,2004,5,4,38.3269444,-122.7061111,2004-05-01,2004,20.99,53.8,UFO,488863,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,disk,3600,Metallic disc seen slowly tumbling over Venice Beach&#44 CA heading north.,34.0522222,-118.2427778,2004,5,2,11,30,2004,5,4,34.0522222,-118.2427778,2004-05-02,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
SUNNYVALE,SANTA CLARA,CA,US,unknown,420,Blinking&#44 moving object that traveled with an erratic but repeated pattern in the daytime sky above the silicon valley.,37.3688889,-122.0352778,2004,5,2,10,30,2004,5,4,37.3688889,-122.0352778,2004-05-02,2004,9.91,54.1,UFO,1936259,2020 Decennial Census
HAYWARD,ALAMEDA,CA,US,oval,300,Oval object with a rotating tethered object in the middle&#44 observerd Oval blow up,37.6688889,-122.0797222,2004,5,3,5,57,2004,5,4,37.6688889,-122.0797222,2004-05-03,2004,8.18,55.3,UFO,1682353,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,unknown,360,Object was flashing orange/white lights and moving in circles very slowly and vanished,35.3733333,-119.0177778,2004,5,6,12,59,2004,5,10,35.3733333,-119.0177778,2004-05-06,2004,4.13,56.1,UFO,909235,2020 Decennial Census
SAN LEANDRO,ALAMEDA,CA,US,oval,1200,Loud humming noise  and oval shape with lights,37.725,-122.155,2004,5,6,3,0,2004,6,4,37.725,-122.155,2004-05-06,2004,8.18,55.3,UFO,1682353,2020 Decennial Census
ANAHEIM,ORANGE,CA,US,other,1340,It is about 11:29 PM right now&#44 I went outside to check on my car that is parked on the outside curb of my apartment when I saw  a star,33.8352778,-117.9136111,2004,5,8,22,0,2004,5,10,33.8352778,-117.9136111,2004-05-08,2004,6.3,60.7,UFO,3186989,2020 Decennial Census
CERRITOS,LOS ANGELES,CA,US,sphere,300,Circular non transparent object seen hovering inside house,33.8583333,-118.0638889,2004,5,8,5,0,2004,6,4,33.8583333,-118.0638889,2004-05-08,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,circle,180,Large&#44 ring shaped with inner ring.  seen over los angeles,34.0522222,-118.2427778,2004,5,8,1,0,2004,6,4,34.0522222,-118.2427778,2004-05-08,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
TRACY,SAN JOAQUIN,CA,US,disk,4,15 meters brilliant silver object slowly floats then zips away on a  clear day - gone in a fraction of second,37.7397222,-121.4241667,2004,5,8,14,10,2004,6,4,37.7397222,-121.4241667,2004-05-08,2004,6.54,57.6,UFO,779233,2020 Decennial Census
GRATON,SONOMA,CA,US,triangle,4,Triangular Lights,38.4363889,-122.8686111,2004,5,9,0,5,2004,5,10,38.4363889,-122.8686111,2004-05-09,2004,20.99,53.8,UFO,488863,2020 Decennial Census
VENTURA,VENTURA,CA,US,triangle,20,Lights in V formation,34.2783333,-119.2922222,2004,5,10,21,15,2004,6,4,34.2783333,-119.2922222,2004-05-10,2004,8.55,53.3,UFO,843843,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,oval,600,conical shaped object with a solid band of light on surface perimeter - viewed by atleast 8 hotel guests,34.0522222,-118.2427778,2004,5,11,16,0,2004,6,4,34.0522222,-118.2427778,2004-05-11,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
PICO RIVERA,LOS ANGELES,CA,US,circle,900,2 bright red circle shaped objects almost jellyfish like,33.9830556,-118.0958333,2004,5,11,3,15,2004,6,4,33.9830556,-118.0958333,2004-05-11,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
PICO RIVERA,LOS ANGELES,CA,US,light,180,in mid-May 2004 at around 2:30am (PDT)&#44 i went outside to grab my book bag out of my car. when all of a sudden i saw two dark yellow/br,33.9830556,-118.0958333,2004,5,11,2,30,2004,6,18,33.9830556,-118.0958333,2004-05-11,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,unknown,300,Did anyone else see what we saw in Downtown Los Angeles?,34.0522222,-118.2427778,2004,5,12,20,55,2004,6,4,34.0522222,-118.2427778,2004-05-12,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
SANTA MONICA,LOS ANGELES,CA,US,formation,1200,Extremely bright light formation and disc shape over Santa Monica mountains.,34.0194444,-118.4902778,2004,5,12,0,0,2004,6,4,34.0194444,-118.4902778,2004-05-12,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,other,900,Two  slow moving &quot;tethered&quot; objects&quot;,35.3733333,-119.0177778,2004,5,13,18,55,2004,6,4,35.3733333,-119.0177778,2004-05-13,2004,4.13,56.1,UFO,909235,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,triangle,45,I was sitting on the patio in Point Loma (in San Diego&#44 Ca) Friday&#44 May 14th&#44 2004&#44 looking up at the Big Dipper when I saw three red a,32.7152778,-117.1563889,2004,5,14,2,55,2004,6,4,32.7152778,-117.1563889,2004-05-14,2004,5.44,58,UFO,3298634,2020 Decennial Census
SANTA MONICA,LOS ANGELES,CA,US,sphere,60,They were transparent&#44 but they clearly had a shape to them like soap bubbles.,34.0194444,-118.4902778,2004,5,14,22,0,2004,6,4,34.0194444,-118.4902778,2004-05-14,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
SANTA ROSA,SONOMA,CA,US,circle,45,Orange circular object moved quickly to NE and was followed almost to the horizon.,38.4405556,-122.7133333,2004,5,14,21,40,2004,6,4,38.4405556,-122.7133333,2004-05-14,2004,20.99,53.8,UFO,488863,2020 Decennial Census
CASTRO VALLEY,ALAMEDA,CA,US,sphere,60,Sighting over the hills in Castro Valley,37.6941667,-122.0852778,2004,5,15,14,0,2004,6,4,37.6941667,-122.0852778,2004-05-15,2004,8.18,55.3,UFO,1682353,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,light,900,Spotted Mylar Balloon looking object revolving as it floated above Hollywood Freeway by Vermont Ave. exit. Traffic was at a halt and I,34.0522222,-118.2427778,2004,5,15,15,45,2004,6,4,34.0522222,-118.2427778,2004-05-15,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
ROCKLIN,PLACER,CA,US,disk,1200,Saucer spotted near Rocklin CA in clear&#44 mid-morning. Observed for 20 minutes,38.7908333,-121.2347222,2004,5,16,10,0,2004,6,4,38.7908333,-121.2347222,2004-05-16,2004,17.94,47.9,UFO,404739,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,sphere,120,Light spotted early evening moving  rapidly for 30 sec then becoming stationary appearing as white bell-jar shape.,37.3394444,-121.8938889,2004,5,17,18,45,2004,8,11,37.3394444,-121.8938889,2004-05-17,2004,9.91,54.1,UFO,1936259,2020 Decennial Census
SONORA,TUOLUMNE,CA,US,disk,600,Two Silver Disc-Shaped Objects Hovered for 10 Minutes over Sonora&#44 CA,37.9841667,-120.3811111,2004,5,17,16,30,2004,6,4,37.9841667,-120.3811111,2004-05-17,2004,15.1,44.1,UFO,55620,2020 Decennial Census
ROCKLIN,PLACER,CA,US,disk,600,Silver circular craft with bright Blue lights on underside zipping above trees at rapid speed in figure 8 pattern.,38.7908333,-121.2347222,2004,5,18,20,17,2004,6,4,38.7908333,-121.2347222,2004-05-18,2004,17.94,47.9,UFO,404739,2020 Decennial Census
OJAI,VENTURA,CA,US,light,3600,Luminiscent lights dancing in front of large cloud bank.,34.448055600000004,-119.2419444,2004,5,22,22,45,2004,6,4,34.448055600000004,-119.2419444,2004-05-22,2004,8.55,53.3,UFO,843843,2020 Decennial Census
SONORA,TUOLUMNE,CA,US,unknown,120,HBCCUFO CANADIAN REPORT:  I watched&#44 the other &quot;star&quot; began to drop as well.,37.9841667,-120.3811111,2004,5,22,1,45,2004,6,4,37.9841667,-120.3811111,2004-05-22,2004,15.1,44.1,UFO,55620,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,light,60,5/23/04 7:30 LARGE BRIGHT LIGHT HOVERING IN A CLOUD OR HAZE.,37.3394444,-121.8938889,2004,5,23,19,30,2004,6,4,37.3394444,-121.8938889,2004-05-23,2004,9.91,54.1,UFO,1936259,2020 Decennial Census
SANTA MONICA,LOS ANGELES,CA,US,disk,60,A disk-like object  viewed over Santa Monica&#44 CA.,34.0194444,-118.4902778,2004,5,23,13,30,2004,6,4,34.0194444,-118.4902778,2004-05-23,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
VENICE,NA,CA,US,other,240,Around 8:30pm on May 27th&#44 2004&#44 I got in my car with my dog planning to go to the supermarket. I got halfway down the street&#44 approac,33.9908333,-118.4591667,2004,5,27,20,30,2004,7,8,33.9908333,-118.4591667,2004-05-27,2004,NA,NA,UFO,NA,NA
CARLSBAD,SAN DIEGO,CA,US,sphere,900,sphere with black bottom&#44 mirrored top,33.1580556,-117.3497222,2004,5,29,14,35,2004,6,4,33.1580556,-117.3497222,2004-05-29,2004,5.44,58,UFO,3298634,2020 Decennial Census
CITRUS HEIGHTS,SACRAMENTO,CA,US,unknown,1845,I saw a bright light traveling South by Southeast. As it headed south it gradually faded away. I didn&#39t think much of it at first b,38.7072222,-121.28,2004,5,29,21,43,2004,6,4,38.7072222,-121.28,2004-05-29,2004,8.41,57.6,UFO,1585055,2020 Decennial Census
CLAREMONT,LOS ANGELES,CA,US,flash,3600,A very slowly-moving star-like object flickering light blue and red and hovering low above the horizon.,34.0966667,-117.7188889,2004,5,30,20,45,2004,6,4,34.0966667,-117.7188889,2004-05-30,2004,6.71,56.9,UFO,10014009,2020 Decennial Census
